"Stkcd","Trddt","Opnprc","Hiprc","Loprc","Clsprc","Dnshrtrd","Dnvaltrd","Dsmvosd","Dsmvtll","Dretwd","Dretnd","Adjprcwd","Adjprcnd","Ahshrtrd_D","Ahvaltrd_D"
"600519","2019-12-17","1149.700","1173.600","1143.030","1169.980","4261696","4937041950.000","1469726302.04","1469726302.04","0.019217","0.019217","8759.145160","6584.320386","0","0.000"
"600519","2019-12-18","1174.000","1175.200","1164.000","1168.000","1964009","2295963803.000","1467239030.40","1467239030.40","-0.001692","-0.001692","8744.321738","6573.177500","0","0.000"
"600519","2019-12-19","1163.000","1163.000","1152.000","1157.400","1955230","2262598597.000","1453923333.72","1453923333.72","-0.009075","-0.009075","8664.964024","6513.523663","0","0.000"
"600519","2019-12-20","1162.180","1162.180","1141.500","1146.300","2356384","2703612358.000","1439979538.14","1439979538.14","-0.009590","-0.009590","8581.863021","6451.055966","0","0.000"
"600519","2019-12-23","1139.000","1162.500","1136.000","1149.300","2591918","2981937538.000","1443748131.54","1443748131.54","0.002617","0.002617","8604.322751","6467.939127","0","0.000"
"600519","2019-12-24","1153.000","1155.000","1145.000","1148.000","1182310","1358536199.000","1442115074.40","1442115074.40","-0.001131","-0.001131","8594.590201","6460.623090","0","0.000"
"600519","2019-12-25","1143.000","1143.000","1130.010","1133.700","2430597","2755735164.000","1424151445.86","1424151445.86","-0.012456","-0.012456","8487.532152","6380.146688","0","0.000"
"600519","2019-12-26","1132.000","1141.980","1119.990","1135.100","2287727","2585996501.000","1425910122.78","1425910122.78","0.001235","0.001235","8498.013360","6388.025496","0","0.000"
"600519","2019-12-27","1150.000","1172.000","1150.000","1163.000","4706628","5486452901.000","1460958041.40","1460958041.40","0.024579","0.024579","8706.888853","6545.038897","0","0.000"
"600519","2019-12-30","1170.200","1195.500","1170.200","1185.800","4076066","4827682057.000","1489599351.24","1489599351.24","0.019604","0.019604","8877.582805","6673.350924","0","0.000"
"600519","2019-12-31","1183.000","1188.000","1176.510","1183.000","2258881","2666705100.000","1486081997.40","1486081997.40","-0.002361","-0.002361","8856.620390","6657.593306","0","0.000"
"600519","2020-01-02","1128.000","1145.060","1116.000","1130.000","14809916","16696837095.000","1419503514.00","1419503514.00","-0.044801","-0.044801","8459.831818","6359.324122","0","0.000"
"600519","2020-01-03","1117.000","1117.000","1076.900","1078.560","13031878","14266380596.000","1354884699.17","1354884699.17","-0.045522","-0.045522","8074.722306","6069.834181","0","0.000"
"600519","2020-01-06","1070.860","1092.900","1067.300","1077.990","6341478","6853917601.000","1354168666.42","1354168666.42","-0.000528","-0.000528","8070.454957","6066.626381","0","0.000"
"600519","2020-01-07","1077.500","1099.000","1076.400","1094.530","4785359","5220697068.000","1374946178.03","1374946178.03","0.015343","0.015343","8194.282937","6159.708877","0","0.000"
"600519","2020-01-08","1085.050","1095.500","1082.580","1088.140","2500825","2720371915.000","1366919074.09","1366919074.09","-0.005838","-0.005838","8146.443712","6123.747743","0","0.000"
"600519","2020-01-09","1094.000","1105.390","1090.000","1102.700","3740587","4110949814.000","1385209314.06","1385209314.06","0.013381","0.013381","8255.448270","6205.687353","0","0.000"
"600519","2020-01-10","1109.000","1115.990","1102.500","1112.500","3597587","3993457118.000","1397520052.50","1397520052.50","0.008887","0.008887","8328.816723","6260.839014","0","0.000"
"600519","2020-01-13","1112.500","1129.200","1112.000","1124.270","3851575","4325687959.000","1412305500.61","1412305500.61","0.010580","0.010580","8416.933733","6327.077284","0","0.000"
"600519","2020-01-14","1124.200","1124.890","1103.000","1107.400","3514465","3916300790.000","1391113443.72","1391113443.72","-0.015005","-0.015005","8290.635182","6232.137640","0","0.000"
"600519","2020-01-15","1109.010","1121.600","1105.000","1112.130","2602911","2895603674.000","1397055259.31","1397055259.31","0.004271","0.004271","8326.046690","6258.756757","0","0.000"
"600519","2020-01-16","1118.870","1118.870","1102.580","1107.000","2319165","2571593141.000","1390610964.60","1390610964.60","-0.004613","-0.004613","8287.640551","6229.886551","0","0.000"
"600519","2020-01-17","1110.000","1112.780","1101.010","1107.500","2347275","2599645144.000","1391239063.50","1391239063.50","0.000452","0.000452","8291.383840","6232.700412","0","0.000"
"600519","2020-01-20","1111.860","1111.860","1082.000","1091.000","3539130","3858246844.000","1370511799.80","1370511799.80","-0.014898","-0.014898","8167.855322","6139.843024","0","0.000"
"600519","2020-01-21","1081.000","1087.000","1072.300","1075.300","3287405","3542441308.000","1350789494.34","1350789494.34","-0.014390","-0.014390","8050.316065","6051.487812","0","0.000"
"600519","2020-01-22","1070.000","1084.000","1055.380","1075.510","3620004","3875275065.000","1351053295.88","1351053295.88","0.000195","0.000195","8051.888246","6052.669633","0","0.000"
"600519","2020-01-23","1076.000","1076.000","1037.000","1052.800","5346843","5638945742.000","1322525043.84","1322525043.84","-0.021116","-0.021116","7881.868086","5924.864102","0","0.000"
"600519","2020-02-03","985.000","1010.680","980.000","1003.920","12344288","12314991759.000","1261122095.38","1261122095.38","-0.046429","-0.046429","7515.924211","5649.781126","0","0.000"
"600519","2020-02-04","1015.000","1057.000","1011.010","1038.010","6262418","6490469043.000","1303945878.38","1303945878.38","0.033957","0.033957","7771.141615","5841.630116","0","0.000"
"600519","2020-02-05","1050.000","1054.000","1033.030","1049.990","4741824","4956355235.000","1318995128.02","1318995128.02","0.011541","0.011541","7860.830805","5909.050207","0","0.000"
"600519","2020-02-06","1059.430","1075.000","1052.020","1071.000","4717121","5011246407.000","1345387843.80","1345387843.80","0.020010","0.020010","8018.123784","6027.288614","0","0.000"
"600519","2020-02-07","1070.010","1077.000","1061.020","1076.000","3127871","3348894576.000","1351668832.80","1351668832.80","0.004669","0.004669","8055.556669","6055.427216","0","0.000"
"600519","2020-02-10","1062.000","1074.600","1057.200","1066.490","3053342","3251908506.000","1339722391.72","1339722391.72","-0.008838","-0.008838","7984.359323","6001.907595","0","0.000"
"600519","2020-02-11","1063.000","1099.680","1062.800","1098.000","4791793","5222918915.000","1379305184.40","1379305184.40","0.029546","0.029546","8220.261359","6179.237067","0","0.000"
"600519","2020-02-12","1089.000","1098.790","1085.880","1097.270","2812543","3072293973.000","1378388160.01","1378388160.01","-0.000665","-0.000665","8214.796157","6175.128830","0","0.000"
"600519","2020-02-13","1098.000","1113.890","1088.010","1091.000","3035736","3335277425.000","1370511799.80","1370511799.80","-0.005714","-0.005714","8167.855320","6139.843023","0","0.000"
"600519","2020-02-14","1090.450","1093.510","1083.110","1088.000","2328760","2534568401.000","1366743206.40","1366743206.40","-0.002750","-0.002750","8145.395590","6122.959861","0","0.000"
"600519","2020-02-17","1082.500","1096.190","1082.400","1093.820","2702822","2946182657.000","1374054277.60","1374054277.60","0.005349","0.005349","8188.967467","6155.713194","0","0.000"
"600519","2020-02-18","1090.010","1096.880","1083.000","1084.000","2666496","2897729692.000","1361718415.20","1361718415.20","-0.008978","-0.008978","8115.449283","6100.448980","0","0.000"
"600519","2020-02-19","1085.000","1101.500","1078.000","1096.500","3705147","4052365602.000","1377420887.70","1377420887.70","0.011531","0.011531","8209.031493","6170.795485","0","0.000"
"600519","2020-02-20","1096.700","1124.000","1095.410","1118.000","4680262","5220660940.000","1404429140.40","1404429140.40","0.019608","0.019608","8369.992894","6291.791475","0","0.000"
"600519","2020-02-21","1111.460","1123.540","1110.010","1112.880","2894008","3225337160.000","1397997407.66","1397997407.66","-0.004580","-0.004580","8331.661621","6262.977546","0","0.000"
"600519","2020-02-24","1105.500","1110.000","1085.500","1087.180","3865036","4221857466.000","1365713124.20","1365713124.20","-0.023093","-0.023093","8139.256596","6118.345130","0","0.000"
"600519","2020-02-25","1078.000","1082.090","1067.880","1074.810","3838562","4127432130.000","1350173957.42","1350173957.42","-0.011378","-0.011378","8046.647641","6048.730228","0","0.000"
"600519","2020-02-26","1062.000","1084.000","1055.000","1073.700","4356097","4663278433.000","1348779577.86","1348779577.86","-0.001033","-0.001033","8038.337540","6042.483458","0","0.000"
"600519","2020-02-27","1076.000","1094.990","1076.000","1087.390","3449829","3758783810.000","1365976925.74","1365976925.74","0.012750","0.012750","8140.828777","6119.526951","0","0.000"
"600519","2020-02-28","1070.300","1082.000","1049.970","1057.000","4994657","5307929213.000","1327801074.60","1327801074.60","-0.027948","-0.027948","7913.311707","5948.500526","0","0.000"
"600519","2020-03-02","1050.110","1096.550","1050.010","1086.010","4766304","5154329159.000","1364243372.78","1364243372.78","0.027446","0.027446","8130.497301","6111.760697","0","0.000"
"600519","2020-03-03","1098.000","1118.880","1098.000","1113.000","5025015","5585227657.000","1398148151.40","1398148151.40","0.024852","0.024852","8332.560010","6263.652872","0","0.000"
"600519","2020-03-04","1125.000","1139.000","1116.240","1128.920","5379299","6080149243.000","1418146820.38","1418146820.38","0.014304","0.014304","8451.746313","6353.246182","0","0.000"
"600519","2020-03-05","1136.310","1174.990","1130.560","1171.000","6242645","7210485104.000","1471007623.80","1471007623.80","0.037275","0.037275","8766.781466","6590.060659","0","0.000"
"600519","2020-03-06","1163.000","1176.000","1151.980","1155.500","3064100","3553622358.000","1451536557.90","1451536557.90","-0.013237","-0.013237","8650.739524","6502.830992","0","0.000"
"600519","2020-03-09","1135.000","1135.000","1111.310","1114.010","4340409","4865288500.000","1399416911.18","1399416911.18","-0.035907","-0.035907","8340.121452","6269.336869","0","0.000"
"600519","2020-03-10","1113.000","1168.000","1113.000","1156.000","5806293","6635936156.000","1452164656.80","1452164656.80","0.037693","0.037693","8654.482813","6505.644851","0","0.000"
"600519","2020-03-11","1155.500","1169.580","1141.000","1158.520","3554757","4124607952.000","1455330275.26","1455330275.26","0.002180","0.002180","8673.348987","6519.826707","0","0.000"
"600519","2020-03-12","1141.220","1153.000","1125.100","1138.500","3663063","4172606105.000","1430181195.30","1430181195.30","-0.017281","-0.017281","8523.467719","6407.159744","0","0.000"
"600519","2020-03-13","1090.000","1128.980","1080.000","1112.030","7588531","8348496480.000","1396929639.53","1396929639.53","-0.023250","-0.023250","8325.298030","6258.193983","0","0.000"
"600519","2020-03-16","1103.980","1107.950","1062.000","1067.000","5123254","5548946745.000","1340363052.60","1340363052.60","-0.040494","-0.040494","7988.177475","6004.777730","0","0.000"
"600519","2020-03-17","1055.000","1078.000","1011.120","1045.100","7935912","8277472787.000","1312852320.78","1312852320.78","-0.020525","-0.020525","7824.221442","5881.530652","0","0.000"
"600519","2020-03-18","1040.000","1060.000","1007.990","1007.990","7345988","7582762547.000","1266234820.42","1266234820.42","-0.035509","-0.035509","7546.394576","5672.685946","0","0.000"
"600519","2020-03-19","993.990","1015.000","960.100","996.000","10226507","10075880470.000","1251173008.80","1251173008.80","-0.011895","-0.011895","7456.630520","5605.209578","0","0.000"
"600519","2020-03-20","1011.000","1043.000","1011.000","1035.280","6013919","6169094444.000","1300516458.38","1300516458.38","0.039438","0.039438","7750.703258","5826.266438","0","0.000"
"600519","2020-03-23","1000.000","1035.280","991.520","1019.000","4847210","4918121944.000","1280065558.20","1280065558.20","-0.015725","-0.015725","7628.821788","5734.647149","0","0.000"
"600519","2020-03-24","1043.000","1058.880","1035.000","1056.000","4665096","4900364144.000","1326544876.80","1326544876.80","0.036310","0.036310","7905.825130","5942.872806","0","0.000"
"600519","2020-03-25","1087.980","1091.360","1074.200","1080.100","3704866","4015061222.000","1356819243.78","1356819243.78","0.022822","0.022822","8086.251632","6078.500869","0","0.000"
"600519","2020-03-26","1073.330","1091.200","1062.000","1064.920","3004856","3231754298.000","1337750161.18","1337750161.18","-0.014054","-0.014054","7972.605396","5993.072073","0","0.000"
"600519","2020-03-27","1085.000","1092.000","1075.010","1075.500","3626112","3931759353.000","1351040733.90","1351040733.90","0.009935","0.009935","8051.813379","6052.613356","0","0.000"
"600519","2020-03-30","1060.250","1077.000","1057.000","1072.000","3068741","3279823025.000","1346644041.60","1346644041.60","-0.003254","-0.003254","8025.610360","6032.916335","0","0.000"
"600519","2020-03-31","1082.000","1115.000","1081.800","1111.000","4798437","5293170703.000","1395635755.80","1395635755.80","0.036381","0.036381","8317.586856","6252.397433","0","0.000"
"600519","2020-04-01","1117.000","1129.000","1103.000","1103.000","3320535","3700184247.000","1385586173.40","1385586173.40","-0.007201","-0.007201","8257.694241","6207.375669","0","0.000"
"600519","2020-04-02","1104.000","1145.000","1103.880","1145.000","4520561","5095167594.000","1438346481.00","1438346481.00","0.038078","0.038078","8572.130468","6443.739929","0","0.000"
"600519","2020-04-03","1139.030","1147.960","1131.980","1139.790","2761761","3148421866.000","1431801690.46","1431801690.46","-0.004550","-0.004550","8533.125403","6414.419506","0","0.000"
"600519","2020-04-07","1161.950","1166.500","1148.890","1159.950","4348800","5041525481.000","1457126638.11","1457126638.11","0.017687","0.017687","8684.054791","6527.874350","0","0.000"
"600519","2020-04-08","1152.000","1166.310","1152.000","1159.760","2422442","2809422100.000","1456887960.53","1456887960.53","-0.000164","-0.000164","8682.632341","6526.805083","0","0.000"
"600519","2020-04-09","1166.000","1169.000","1147.960","1158.500","2281697","2640230492.000","1455305151.30","1455305151.30","-0.001086","-0.001086","8673.199254","6519.714155","0","0.000"
"600519","2020-04-10","1157.880","1181.500","1153.500","1165.000","2780434","3252600672.000","1463470437.00","1463470437.00","0.005611","0.005611","8721.862003","6556.294338","0","0.000"
"600519","2020-04-13","1165.000","1169.980","1148.500","1162.300","1598147","1854563731.000","1460078702.94","1460078702.94","-0.002318","-0.002318","8701.648245","6541.099493","0","0.000"
"600519","2020-04-14","1176.000","1191.550","1166.000","1185.100","3679955","4340858665.000","1488720012.78","1488720012.78","0.019616","0.019616","8872.342197","6669.411520","0","0.000"
"600519","2020-04-15","1192.000","1203.990","1187.100","1189.600","2933229","3501318260.000","1494372902.88","1494372902.88","0.003797","0.003797","8906.031793","6694.736262","0","0.000"
"600519","2020-04-16","1192.970","1197.100","1184.100","1197.100","2172774","2588431844.000","1503794386.38","1503794386.38","0.006305","0.006305","8962.181119","6736.944165","0","0.000"
"600519","2020-04-17","1210.000","1234.560","1205.010","1226.000","3824569","4676618151.000","1540098502.80","1540098502.80","0.024142","0.024142","9178.543189","6899.585286","0","0.000"
"600519","2020-04-20","1221.000","1231.500","1216.800","1227.300","2423864","2963483323.000","1541731559.94","1541731559.94","0.001060","0.001060","9188.275739","6906.901323","0","0.000"
"600519","2020-04-21","1221.020","1223.990","1193.000","1200.000","2922422","3517018487.000","1507437360.00","1507437360.00","-0.022244","-0.022244","8983.892192","6753.264555","0","0.000"
"600519","2020-04-22","1206.000","1249.500","1202.220","1244.500","4403473","5430377598.000","1563338162.10","1563338162.10","0.037083","0.037083","9317.044860","7003.698115","0","0.000"
"600519","2020-04-23","1250.000","1265.680","1247.770","1252.260","2689851","3377042463.000","1573086257.03","1573086257.03","0.006235","0.006235","9375.140696","7047.369226","0","0.000"
"600519","2020-04-24","1248.000","1259.890","1235.180","1250.560","1912240","2390444036.000","1570950720.77","1570950720.77","-0.001358","-0.001358","9362.413515","7037.802101","0","0.000"
"600519","2020-04-27","1257.000","1278.170","1250.960","1276.000","2590391","3284513346.000","1602908392.80","1602908392.80","0.020343","0.020343","9552.872030","7180.971310","0","0.000"
"600519","2020-04-28","1285.310","1299.940","1271.880","1279.130","3466190","4458549425.000","1606840291.91","1606840291.91","0.002453","0.002453","9576.305016","7198.586075","0","0.000"
"600519","2020-04-29","1277.800","1288.100","1258.000","1274.900","2344406","2976724957.000","1601526575.22","1601526575.22","-0.003307","-0.003307","9544.636796","7174.780817","0","0.000"
"600519","2020-04-30","1271.000","1285.010","1258.880","1265.700","2466087","3134408881.000","1589969555.46","1589969555.46","-0.007216","-0.007216","9475.760289","7123.005788","0","0.000"
"600519","2020-05-06","1251.000","1300.000","1250.000","1300.000","3583481","4598589768.000","1633057140.00","1633057140.00","0.027100","0.027100","9732.549874","7316.036600","0","0.000"
"600519","2020-05-07","1299.400","1314.990","1293.000","1312.000","2793474","3647628296.000","1648131513.60","1648131513.60","0.009231","0.009231","9822.388796","7383.569245","0","0.000"
"600519","2020-05-08","1317.000","1338.000","1308.510","1314.610","2907868","3839218026.000","1651410189.86","1651410189.86","0.001989","0.001989","9841.928762","7398.257596","0","0.000"
"600519","2020-05-11","1320.000","1335.000","1313.670","1323.010","2367119","3135990964.000","1661962251.38","1661962251.38","0.006390","0.006390","9904.816008","7445.530448","0","0.000"
"600519","2020-05-12","1318.000","1334.990","1316.000","1333.000","1972181","2621824685.000","1674511667.40","1674511667.40","0.007551","0.007551","9979.606910","7501.751375","0","0.000"
"600519","2020-05-13","1333.000","1337.990","1322.880","1335.950","2201431","2931464950.000","1678217450.91","1678217450.91","0.002213","0.002213","10001.692312","7518.353151","0","0.000"
"600519","2020-05-14","1330.000","1334.880","1325.110","1326.590","1857492","2467976357.000","1666459439.50","1666459439.50","-0.007006","-0.007006","9931.617953","7465.677688","0","0.000"
"600519","2020-05-15","1329.000","1333.500","1301.880","1313.000","2639808","3469736812.000","1649387711.40","1649387711.40","-0.010244","-0.010244","9829.875374","7389.196967","0","0.000"
"600519","2020-05-18","1306.000","1351.500","1305.130","1346.210","3436211","4587989708.000","1691106040.34","1691106040.34","0.025293","0.025293","10078.504590","7576.093563","0","0.000"
"600519","2020-05-19","1364.000","1364.000","1338.000","1346.110","2478746","3342210487.000","1690980420.56","1690980420.56","-0.000074","-0.000074","10077.755932","7575.530791","0","0.000"
"600519","2020-05-20","1346.110","1359.180","1336.810","1351.000","2118340","2859455106.000","1697123227.80","1697123227.80","0.003633","0.003633","10114.365293","7603.050344","0","0.000"
"600519","2020-05-21","1355.000","1371.960","1352.860","1366.100","2305158","3147105462.000","1716091814.58","1716091814.58","0.011177","0.011177","10227.412603","7688.028923","0","0.000"
"600519","2020-05-22","1366.000","1366.100","1322.880","1328.200","3442746","4608696074.000","1668481917.96","1668481917.96","-0.027743","-0.027743","9943.671341","7474.738317","0","0.000"
"600519","2020-05-25","1330.000","1366.580","1321.000","1362.900","3156100","4260387678.000","1712071981.62","1712071981.62","0.026126","0.026126","10203.455557","7670.020217","0","0.000"
"600519","2020-05-26","1369.880","1369.950","1355.000","1358.000","2247019","3056188321.000","1705916612.40","1705916612.40","-0.003595","-0.003595","10166.771330","7642.444387","0","0.000"
"600519","2020-05-27","1359.000","1360.000","1333.000","1338.000","2677741","3596654307.000","1680792656.40","1680792656.40","-0.014728","-0.014728","10017.039793","7529.889978","0","0.000"
"600519","2020-05-28","1337.970","1346.940","1321.130","1344.000","2648591","3536546893.000","1688329843.20","1688329843.20","0.004484","0.004484","10061.959254","7563.656301","0","0.000"
"600519","2020-05-29","1332.100","1369.980","1332.100","1366.600","3044435","4144247222.000","1716719913.48","1716719913.48","0.016815","0.016815","10231.155890","7690.842784","0","0.000"
"600519","2020-06-01","1381.000","1420.100","1381.000","1419.500","3547976","4986178912.000","1783172777.10","1783172777.10","0.038709","0.038709","10627.195804","7988.549196","0","0.000"
"600519","2020-06-02","1416.010","1427.900","1406.660","1410.710","2596010","3679210598.000","1772130798.44","1772130798.44","-0.006192","-0.006192","10561.388794","7939.081533","0","0.000"
"600519","2020-06-03","1415.000","1417.500","1395.770","1399.300","2355736","3308382799.000","1757797581.54","1757797581.54","-0.008088","-0.008088","10475.966953","7874.869243","0","0.000"
"600519","2020-06-04","1396.000","1411.000","1396.000","1407.990","1803741","2534459742.000","1768713940.42","1768713940.42","0.006210","0.006210","10541.025306","7923.774134","0","0.000"
"600519","2020-06-05","1405.250","1428.880","1401.080","1425.000","1834706","2597524609.000","1790081865.00","1790081865.00","0.012081","0.012081","10668.371978","8019.501659","0","0.000"
"600519","2020-06-08","1425.000","1435.000","1402.010","1406.100","2930045","4145298455.000","1766339726.58","1766339726.58","-0.013263","-0.013263","10526.875676","7913.137742","0","0.000"
"600519","2020-06-09","1408.000","1425.000","1400.680","1416.550","2261191","3199849660.000","1779466993.59","1779466993.59","0.007432","0.007432","10605.110403","7971.947420","0","0.000"
"600519","2020-06-10","1425.000","1433.330","1417.000","1423.660","2270074","3234843851.000","1788398559.95","1788398559.95","0.005019","0.005019","10658.339964","8011.960513","0","0.000"
"600519","2020-06-11","1411.010","1417.990","1396.990","1400.460","3071171","4314846228.000","1759254770.99","1759254770.99","-0.016296","-0.016296","10484.651382","7881.397399","0","0.000"
"600519","2020-06-12","1387.170","1416.370","1383.310","1416.370","2842742","3992323389.000","1779240877.99","1779240877.99","0.011361","0.011361","10603.762820","7970.934432","0","0.000"
"600519","2020-06-15","1402.000","1411.600","1381.000","1383.000","3461541","4819512189.000","1737321557.40","1737321557.40","-0.023560","-0.023560","10353.935751","7783.137400","0","0.000"
"600519","2020-06-16","1398.500","1414.000","1393.130","1403.880","2920664","4099718932.000","1763550967.46","1763550967.46","0.015098","0.015098","10510.255475","7900.644203","0","0.000"
"600519","2020-06-17","1411.860","1411.900","1395.020","1405.000","1945307","2730097120.000","1764957909.00","1764957909.00","0.000798","0.000798","10518.640441","7906.947250","0","0.000"
"600519","2020-06-18","1404.900","1413.200","1400.100","1413.000","2101041","2956800081.000","1775007491.40","1775007491.40","0.005694","0.005694","10578.533056","7951.969014","0","0.000"
"600519","2020-06-19","1420.000","1445.200","1415.100","1439.840","3895833","5603232657.000","1808723840.35","1808723840.35","0.018995","0.018995","10779.472778","8103.017031","0","0.000"
"600519","2020-06-22","1435.100","1443.890","1433.200","1439.000","2324700","3343536637.000","1807668634.20","1807668634.20","-0.000583","-0.000583","10773.184053","8098.289745","0","0.000"
"600519","2020-06-23","1435.000","1482.000","1433.520","1474.500","3393426","4963194685.000","1852263656.10","1852263656.10","0.024670","0.024670","11038.957531","8298.073822","0","0.000"
"600519","2020-06-24","1463.600","1465.710","1445.000","1460.010","2513899","3663537115.000","1834061349.98","1834061349.98","0.001719","-0.009828","11057.933499","8216.520352","0","0.000"
"600519","2020-06-29","1448.000","1466.000","1437.010","1463.170","2808061","4064048236.000","1838030935.03","1838030935.03","0.002164","0.002164","11081.866944","8234.303931","0","0.000"
"600519","2020-06-30","1463.120","1468.980","1455.120","1462.880","2244614","3281641199.000","1837666637.66","1837666637.66","-0.000198","-0.000198","11079.670520","8232.671894","0","0.000"
"600519","2020-07-01","1468.000","1506.100","1464.020","1494.270","3868249","5759640251.000","1877098686.61","1877098686.61","0.021458","0.021458","11317.414461","8409.325871","0","0.000"
"600519","2020-07-02","1499.000","1550.900","1495.000","1544.000","4588372","7014289615.000","1939569403.20","1939569403.20","0.033280","0.033280","11694.063273","8689.192144","0","0.000"
"600519","2020-07-03","1550.000","1552.500","1516.880","1541.790","3512581","5395637032.000","1936793206.06","1936793206.06","-0.001431","-0.001431","11677.325008","8676.754893","0","0.000"
"600519","2020-07-06","1538.000","1616.000","1531.810","1600.000","5182196","8228068998.000","2009916480.00","2009916480.00","0.037755","0.037755","12118.200283","9004.344190","0","0.000"
"600519","2020-07-07","1603.090","1744.820","1601.000","1688.000","6666393","11219852098.000","2120461886.40","2120461886.40","0.055000","0.055000","12784.701299","9499.583120","0","0.000"
"600519","2020-07-08","1680.000","1719.000","1660.000","1681.340","5316998","8963189092.000","2112095609.05","2112095609.05","-0.003945","-0.003945","12734.259291","9462.102538","0","0.000"
"600519","2020-07-09","1691.000","1712.000","1682.000","1706.000","3503324","5951732803.000","2143073446.80","2143073446.80","0.014667","0.014667","12921.031053","9600.881993","0","0.000"
"600519","2020-07-10","1689.000","1736.600","1688.940","1713.850","3710044","6352507468.000","2152934599.53","2152934599.53","0.004601","0.004601","12980.485973","9645.059557","0","0.000"
"600519","2020-07-13","1714.680","1787.000","1714.680","1781.990","6072716","10679460274.000","2238531917.62","2238531917.62","0.039758","0.039758","13496.569828","10028.532065","0","0.000"
"600519","2020-07-14","1781.990","1782.030","1748.400","1762.000","4609351","8135834910.000","2213420523.60","2213420523.60","-0.011218","-0.011218","13345.168064","9916.034040","0","0.000"
"600519","2020-07-15","1744.880","1782.600","1744.710","1752.530","4071294","7176560649.000","2201524330.43","2201524330.43","-0.005375","-0.005375","13273.443467","9862.739578","0","0.000"
"600519","2020-07-16","1729.910","1729.910","1600.000","1614.000","10224219","16901373196.000","2027503249.20","2027503249.20","-0.079046","-0.079046","12224.234538","9083.132202","0","0.000"
"600519","2020-07-17","1620.000","1672.590","1620.000","1648.050","6590206","10863420089.000","2070276784.29","2070276784.29","0.021097","0.021097","12482.124988","9274.755902","0","0.000"
"600519","2020-07-20","1652.500","1663.990","1588.880","1636.960","4528033","7363822989.000","2056345550.69","2056345550.69","-0.006729","-0.006729","12398.130712","9212.344541","0","0.000"
"600519","2020-07-21","1646.640","1702.800","1630.990","1668.000","4196950","7026353151.000","2095337930.40","2095337930.40","0.018962","0.018962","12633.223798","9387.028818","0","0.000"
"600519","2020-07-22","1658.000","1710.000","1658.000","1678.080","3920121","6637265372.000","2108000404.22","2108000404.22","0.006043","0.006043","12709.568460","9443.756187","0","0.000"
"600519","2020-07-23","1672.000","1691.000","1650.000","1676.000","3432052","5739050333.000","2105387512.80","2105387512.80","-0.001240","-0.001240","12693.814800","9432.050540","0","0.000"
"600519","2020-07-24","1654.850","1666.000","1585.000","1595.300","7875201","12705941887.000","2004012350.34","2004012350.34","-0.048150","-0.048150","12082.603073","8977.893930","0","0.000"
"600519","2020-07-27","1616.010","1629.800","1600.000","1622.550","3878817","6279664444.000","2038243740.39","2038243740.39","0.017081","0.017081","12288.991172","9131.249167","0","0.000"
"600519","2020-07-28","1630.000","1680.000","1630.000","1670.000","5491152","9133721867.000","2097850326.00","2097850326.00","0.029244","0.029244","12648.371549","9398.284249","0","0.000"
"600519","2020-07-29","1690.000","1690.000","1633.000","1672.000","5074843","8411789967.000","2100362721.60","2100362721.60","0.001198","0.001198","12663.519299","9409.539679","0","0.000"
"600519","2020-07-30","1671.200","1700.590","1670.500","1680.000","3837304","6486855475.000","2110412304.00","2110412304.00","0.004785","0.004785","12724.110300","9454.561400","0","0.000"
"600519","2020-07-31","1685.000","1705.000","1646.000","1678.180","4068474","6846747330.000","2108126024.00","2108126024.00","-0.001083","-0.001083","12710.325848","9444.318959","0","0.000"
"600519","2020-08-03","1686.880","1696.580","1660.000","1668.000","3466114","5790041422.000","2095337930.40","2095337930.40","-0.006066","-0.006066","12633.223799","9387.028819","0","0.000"
"600519","2020-08-04","1675.000","1682.990","1660.000","1669.990","3194051","5337185768.000","2097837764.02","2097837764.02","0.001193","0.001193","12648.295811","9398.227972","0","0.000"
"600519","2020-08-05","1662.090","1673.090","1643.310","1668.000","2552169","4236612469.000","2095337930.40","2095337930.40","-0.001192","-0.001192","12633.223799","9387.028819","0","0.000"
"600519","2020-08-06","1670.000","1674.030","1630.000","1637.960","3264878","5372942645.000","2057601748.49","2057601748.49","-0.018010","-0.018010","12405.704589","9217.972257","0","0.000"
"600519","2020-08-07","1644.770","1649.670","1598.500","1631.000","3424205","5560065753.000","2048858611.80","2048858611.80","-0.004249","-0.004249","12352.990418","9178.803360","0","0.000"
"600519","2020-08-10","1627.970","1644.960","1608.110","1633.990","2362354","3857721122.000","2052614643.22","2052614643.22","0.001833","0.001833","12375.636304","9195.630228","0","0.000"
"600519","2020-08-11","1640.000","1666.430","1640.000","1642.510","3581818","5936904876.000","2063317448.48","2063317448.48","0.005214","0.005214","12440.165721","9243.578361","0","0.000"
"600519","2020-08-12","1633.000","1641.000","1605.250","1626.950","2793392","4529267493.000","2043771010.71","2043771010.71","-0.009473","-0.009473","12322.316223","9156.011114","0","0.000"
"600519","2020-08-13","1630.000","1638.880","1609.000","1635.000","2054134","3341652186.000","2053883403.00","2053883403.00","0.004948","0.004948","12383.285919","9201.314221","0","0.000"
"600519","2020-08-14","1639.900","1665.700","1631.000","1661.000","3765318","6230475427.000","2086544545.80","2086544545.80","0.015902","0.015902","12580.206674","9347.634814","0","0.000"
