Trddt,Moutai_Weight,Ningde_Weight,Yunnan_Weight,Portfolio_Return
2024-01-02,0.3333333333333333,0.3333333333333333,0.3333333333333333,
2024-01-03,0.0493748426929253,0.8961947260416004,0.05443043126547422,-0.0053906789445919995
2024-01-04,0.7456627068333563,0.012241040698103537,0.24209625246854014,-0.012587852216890764
2024-01-05,0.5112912687042811,0.2532474631006311,0.2354612681950878,-0.004428159202816712
2024-01-08,0.3499756391963667,0.1828069744381628,0.4672173863654705,-0.010142309090897752
2024-01-09,0.1705971455375032,0.4439745678671847,0.3854282865953122,-0.0029610701831869844
2024-01-10,0.26427323380018153,0.5056154735684322,0.23011129263138644,0.0048452059489829434
2024-01-11,0.08932921579855423,0.4561203999667669,0.4545503842346789,0.013059428627521671
2024-01-12,0.25189454341807105,0.04034474353627937,0.7077607130456496,-0.0020588312751991158
2024-01-15,0.17837490223983649,0.07620582951335883,0.7454192682468046,0.005993455514908375
2024-01-16,0.3553332498882448,0.1526434831026453,0.49202326700910987,0.011554337734613323
2024-01-17,0.6381397085333251,0.11927348585873497,0.24258680560793994,-0.03227709604094606
2024-01-18,0.21118124716283504,0.2887541080062146,0.5000646448309504,0.0118314406305658
2024-01-19,0.5858461403779682,0.012518705268615336,0.4016351543534165,0.006645169642125259
2024-01-22,0.2526887998633201,0.04458249262915247,0.7027287075075275,-0.011961194689513115
2024-01-23,0.03947945326972667,0.048865324121784015,0.9116552226084893,5.382234442544501e-05
2024-01-24,0.030293091317791506,0.03330275767645233,0.9364041510057561,0.019015092550295425
2024-01-25,0.37169379238925954,0.00918093623993096,0.6191252713708095,0.012441830553728977
2024-01-26,0.8685905220198595,0.0130906239380618,0.11831885404207867,1.2677195704557595e-05
2024-01-29,0.1549710444656761,0.7304560666221707,0.11457288891215324,-0.013868091972426689
2024-01-30,0.1024981131079723,0.7666527596346607,0.13084912725736697,-0.03746895796531121
2024-01-31,0.013613988446583328,0.9053688540436289,0.0810171575097877,0.0667541277967352
2024-02-01,0.033708643751276135,0.022123545042478193,0.9441678112062456,-0.005545619428025941
2024-02-02,0.010692546621124371,0.00033726415353141224,0.9889701892253443,-0.0018106622145332824
2024-02-05,0.008564913459013777,0.00021162360814031098,0.991223462932846,0.013716590475092544
2024-02-06,0.034328293552845494,0.005538603288919794,0.9601331031582346,0.05556800048051262
2024-02-07,0.5975764817788752,0.03566295464566625,0.36676056357545855,0.012465045596804416
2024-02-08,0.6437106056297802,0.03493645266862748,0.3213529417015923,-0.0011030691863672807
2024-02-19,0.39432626837608187,0.3809326690781186,0.22474106254579962,-0.006829843607078253
2024-02-20,0.46612942260176293,0.22732440920022118,0.306546168198016,-0.00869160771723515
2024-02-21,0.05939453744963578,0.8583083866425412,0.08229707590782302,0.01720397423932194
2024-02-22,0.30272928892052703,0.37402049318948877,0.3232502178899842,-0.0017806070432922515
2024-02-23,0.19732322187864657,0.4450763435353279,0.3576004345860256,-0.0020080915731532606
2024-02-26,0.297819024579408,0.4974312504140908,0.20474972500650115,-0.01829670822521274
2024-02-27,0.34179021783790375,0.32763222417150245,0.33057755799059385,0.0044092779701135195
2024-02-28,0.6216071115510753,0.09473918749526215,0.28365370095366244,-0.004672564855991129
2024-02-29,0.238331240066027,0.6472168994023628,0.11445186053161004,0.029486500097443392
2024-03-01,0.4169798871270089,0.07695816088368616,0.5060619519893049,0.004746999191869236
2024-03-04,0.6038675537143331,0.03800923150214786,0.35812321478351894,-0.0020836234846771263
2024-03-05,0.2772873941206959,0.4885668952095979,0.2341457106697062,0.008303509282980707
2024-03-06,0.45908751308367374,0.25040231239692795,0.29051017451939826,-0.007118891378043685
2024-03-07,0.6506321535562448,0.12394385315329068,0.22542399329046436,-0.003041869224315253
2024-03-08,0.6371622644982253,0.0998568446320478,0.2629808908697269,-0.0010770121148425942
2024-03-11,0.4683287233291185,0.25324529935638707,0.2784259773144944,0.04292382209573092
2024-03-12,0.6850987485177724,0.068299834339938,0.24660141714228956,0.02441064126510299
2024-03-13,0.24622044467301468,0.3226673202696959,0.43111223505728935,-0.004700029394245473
2024-03-14,0.4281297516785446,0.023541302152506657,0.5483289461689488,-0.008458527304576056
2024-03-15,0.14953411469098363,0.06945070543562633,0.7810151798733901,0.0008386971209057273
2024-03-18,0.007588398379330707,0.978305395463953,0.014106206156716334,0.053834158759913806
2024-03-19,0.28671307502243265,0.46480732820698395,0.24847959677058332,-0.010707580494052259
2024-03-20,0.12228412632318866,0.6034166927052276,0.27429918097158384,0.007192334314317565
2024-03-21,0.2139344256195921,0.021628952987375417,0.7644366213930325,-0.00384970100358184
2024-03-22,0.2514619106504331,0.48991539495151576,0.2586226943980511,-0.009711605952741379
2024-03-25,0.44471506817876305,0.139192701338491,0.4160922304827459,-0.0021179462678010204
2024-03-26,0.48611804311783413,0.061489816045805085,0.4523921408363608,0.007721689651862981
2024-03-27,0.412573856586385,0.2711997867251506,0.31622635668846444,-0.010918085583577894
2024-03-28,0.3460215993405038,0.31451566664657526,0.339462734012921,0.002852617654011338
2024-03-29,0.6382056008992092,0.03150015744200229,0.3302942416587884,0.002664980284174689
2024-04-01,0.638882770562225,0.052959244584349995,0.30815798485342505,0.008689346766356852
2024-04-02,0.4834042033111371,0.3847191359400611,0.13187666074880167,-2.9785264963471357e-05
2024-04-03,0.370182119595676,0.1999498293026399,0.42986805110168413,0.007793403200530768
2024-04-08,0.3375143413037546,0.2969029289983916,0.3655827296978538,-0.014472684192944342
2024-04-09,0.283483436563698,0.36501354654524404,0.35150301689105784,0.0008409998471202232
2024-04-10,0.36014039808538223,0.4375150957656745,0.20234450614894323,-0.01214595189205612
2024-04-11,0.48904157538172816,0.22281596216527302,0.28814246245299874,0.00041354035920566586
2024-04-12,0.3612955413197445,0.4028261453685131,0.2358783133117423,-0.01233321041872651
2024-04-15,0.5469356959399317,0.199584685725964,0.25347961833410426,0.02806803234984857
2024-04-16,0.5439601477609065,0.08161049692296525,0.3744293553161282,0.010322355070620116
2024-04-17,0.6234802461686063,0.13640073984791454,0.24011901398347912,0.010509012621101425
2024-04-18,0.6280627878051416,0.04817313040747517,0.3237640817873832,0.0009142703762305105
2024-04-19,0.5579597163068547,0.018626475781228228,0.4234138079119171,-0.0031466853628892774
