date,股票
2024-03-14,-0.0014572084247896759
2024-03-15,-0.006308131691674077
2024-03-18,0.0027403666101610507
2024-03-19,0.004195086139324471
2024-03-20,0.003978835418199916
2024-03-21,0.007442075112342293
2024-03-22,-0.003429910467379022
2024-03-25,-0.0003472449268828461
2024-03-26,0.0012112752447183714
2024-03-27,0.005307255308804918
2024-03-28,0.00031844672698468605
2024-04-02,-0.0068532635088970496
2024-04-03,0.002512322804867348
2024-04-08,-0.0022946871657883415
2024-04-09,-0.003997922947574432
2024-04-10,-0.0036417668908281225
2024-04-11,0.0002564648111884763
2024-04-12,-0.008507060315652105
2024-04-15,-0.003969506890198466
2024-04-16,-0.008507082811261786
2024-04-17,-0.0028662071855436086
2024-04-18,0.00155124620351633
2024-04-19,-0.006855593454742915
2024-04-22,0.006638127685626834
2024-04-23,0.012715608093570661
2024-04-24,-0.0007857932455024009
2024-04-25,-0.006862711956795876
2024-04-26,0.011639138533954043
2024-04-29,1.6218850940373855e-05
2024-04-30,-0.013317278635333463
2024-05-07,0.02457982140776977
2024-05-08,0.0019366068539155266
2024-05-09,0.003972466737454045
2024-05-10,0.003928301927313166
2024-05-13,-1.6228893025188379e-06
2024-05-14,0.0024347878731554398
2024-05-15,0.007936432948087086
2024-05-16,-0.0025722238347618276
2024-05-17,1.3883977080749658e-05
2024-05-20,0.0016013063280403987
2024-05-21,-0.0018632487815965315
2024-05-22,-0.003198653010254407
2024-05-23,-0.0025801069311223892
2024-05-24,0.002360434870909082
2024-05-28,0.0002115816225075149
2024-05-29,-0.010448435907383986
2024-05-30,-0.0023439674932514993
2024-05-31,0.0038014841665437466
2024-06-03,0.0036179801335649697
2024-06-04,-0.005224141550517962
2024-06-05,0.013921468201304972
2024-06-06,0.003733892947123039
2024-06-07,-0.0021784836376217524
2024-06-11,-0.005681803629599344
2024-06-12,0.01042724685370102
2024-06-13,-0.007519177816546804
2024-06-14,-0.008510518544227455
2024-06-17,0.007454777133695252
2024-06-18,0.004985894269068342
2024-06-20,0.002649611494455476
2024-06-21,-0.006456280779374787
2024-06-24,0.0023440839939351827
2024-06-25,0.0005031353800642232
2024-06-27,-0.001977434919273246
2024-07-01,0.0020269301382433115
2024-07-02,0.0004777687345268152
2024-07-03,0.008475598672641414
2024-07-05,0.004802679052323717
2024-07-08,-0.00016983990028038255
2024-07-09,-0.005316556112642887
2024-07-10,0.009764065721373784
2024-07-11,-0.0015834520098493058
2024-07-12,0.009010337597321082
2024-07-15,-0.004325969583558749
2024-07-16,-0.0006153505997832775
2024-07-17,-0.012186849918068062
2024-07-18,-0.005972908303163009
2024-07-19,-0.008220525165224372
2024-07-22,0.011206213159968732
2024-07-23,0.001159768224319297
2024-07-24,-0.016078153016348733
2024-07-25,-0.0077661271470583935
2024-07-26,0.010013071752724156
2024-07-29,-0.0037937501678084245
2024-07-30,-0.00035265591702524773
2024-07-31,0.011568076000276858
2024-08-01,-0.016492126270111585
2024-08-02,-0.022700986570244677
2024-08-05,-0.023403278089946203
2024-08-06,0.005742614118989419
2024-08-07,0.007465272941966441
2024-08-08,0.01069074793867701
2024-08-09,0.003913493257003303
2024-08-12,0.00030709110321003384
2024-08-13,0.010131088583203557
2024-08-15,0.02088104785309431
2024-08-19,0.01347369781725596
2024-08-23,0.005466869683243085
2024-08-27,-0.0015050313312107077
2024-08-28,-0.0015828518476848582
2024-08-29,0.004825497583758795
2024-08-30,0.004073021645482394
2024-09-03,-0.014527744322136382
2024-09-04,-0.008040144942974418
2024-09-05,-0.004078669308488395
2024-09-09,-0.007055470315288909
2024-09-10,-0.0009817643108724723
2024-09-11,0.006120937522151261
2024-09-12,0.00996812565667747
2024-09-13,0.005745826976587098
2024-09-18,-0.0009605598067893386
2024-09-19,0.01905790525014854
2024-09-20,-0.008453545439008982
2024-09-24,0.010688223264220593
2024-09-26,0.011315269458287036
2024-09-30,-0.0012352198421210596
2024-10-08,-0.006082329493090616
2024-10-09,0.005851607403086435
2024-10-10,-0.001389640068704243
2024-10-17,0.0016016580004199893
2024-10-18,0.006687728994295426
2024-10-25,-0.00970095568977367
2024-10-31,-0.020094483813525823
2024-11-01,0.0068975174332798015
2024-11-05,0.00507803157654111
2024-11-06,0.004746200003628757
2024-11-07,0.009074631306367785
2024-11-08,-0.0028874110873333934
2024-11-12,-0.008611426128759783
2024-11-13,-0.0008171369695711243
2024-11-14,0.0052972937559241946
2024-11-18,-0.00784432278962291
2024-11-19,-0.001642146410905238
2024-11-20,-0.0019751929064291698
2024-11-21,0.00448742122655431
2024-11-22,0.0047647146256927725
2024-11-25,0.002956961298339662
2024-11-26,-0.0014834146782376923
2024-11-27,-0.004142677263603697
2024-11-29,0.009177821790730834
2024-12-02,0.005386777598756141
2024-12-04,0.01088816333455181
2024-12-05,0.002357182930284097
2024-12-06,0.0033921870174368415
