date,国债
2023-11-09,3.7670387067898727
2023-11-10,3.782378576132881
2023-11-13,3.7950787361191534
2023-11-14,3.787027984260815
2023-11-15,3.7627021345751563
2023-11-16,3.758114289678082
2023-11-17,3.7426137406641287
2023-11-20,3.73938767360893
2023-11-21,3.7385963423096094
2023-11-22,3.736957032288412
2023-11-24,3.771490759331393
2023-11-27,3.7812055302144167
2023-11-28,3.845389040172234
2023-11-29,4.154560690367177
2023-11-30,3.8276502193291044
2023-12-01,3.835208392857681
2023-12-04,3.901242090392976
2023-12-05,4.14489220347386
2023-12-06,4.113184047193105
2023-12-07,4.103881805574275
2023-12-08,4.120126631583257
2023-12-11,3.778730457626134
2023-12-12,3.777502165777904
2023-12-13,3.7579818747543903
2023-12-14,3.6992649642925146
2023-12-15,3.713914015041917
2023-12-18,3.7008896388968835
2023-12-19,3.6953121790888916
2023-12-20,3.683211732450973
2023-12-21,3.6501072117790043
2023-12-22,3.6480573095677484
2023-12-27,3.5819040900648327
2023-12-28,3.6498563885896136
2023-12-29,3.651673480007471
2024-01-02,3.6721900727403898
2024-01-03,3.6581388421869545
2024-01-04,3.65403913292528
2024-01-05,3.6734910199921327
2024-01-08,3.6935376829160695
2024-01-09,3.6801412546110837
2024-01-10,3.685738038292154
2024-01-11,3.6865600419179216
2024-01-12,3.6589633353600286
2024-01-16,3.6775761116567947
2024-01-17,3.6948024772499166
2024-01-18,3.705279115386352
2024-01-19,3.7086959676372606
2024-01-22,3.6971911132649673
2024-01-23,3.6913854902263004
2024-01-24,3.6914353850007475
2024-01-25,3.6778729157602887
2024-01-26,3.6679604055654793
2024-01-29,3.6729763956445938
2024-01-30,3.672439862624924
2024-01-31,3.6391634104625794
2024-02-01,3.6252594865467302
2024-02-02,3.626313414379347
2024-02-05,3.662301254045494
2024-02-06,3.6646930259869346
2024-02-07,3.651197870930945
2024-02-08,3.6470174884526916
2024-02-20,3.624626111191469
2024-02-21,3.618864294914061
2024-02-22,3.6193239517689775
2024-02-23,3.6304245665272328
2024-02-26,3.6242976480871794
2024-02-27,3.6247870887728744
2024-02-28,3.6220365224057787
2024-02-29,3.6009824093695584
2024-03-01,3.5991421284042397
2024-03-04,3.5590664107165915
2024-03-05,3.6009283623744017
2024-03-06,3.5962469200391
2024-03-07,3.5943452297171037
2024-03-08,3.58759034164495
2024-03-11,3.586222792192536
2024-03-12,3.5925057712331223
2024-03-13,3.613491071112509
2024-03-14,3.623122074373552
2024-03-15,3.6486317069175986
2024-03-18,3.6557900916998562
2024-03-19,3.6514871383974272
2024-03-20,3.6218309098626444
2024-03-21,3.6148913679289887
2024-03-22,3.6070475898405108
2024-03-25,3.608906402817176
2024-03-26,3.6164124247123013
2024-03-27,3.607417739010507
2024-03-28,3.6082925901517147
2024-04-02,3.62479338005406
2024-04-03,3.6374250719517245
2024-04-08,3.65757823141473
2024-04-09,3.650621659978308
2024-04-10,3.6467884294892046
2024-04-11,3.6661214501508974
2024-04-12,3.6722644845328647
2024-04-15,3.655312882462241
2024-04-16,3.684622830665183
2024-04-17,3.6932481284658403
2024-04-18,3.672884516256563
2024-04-19,3.644830835385136
2024-04-22,3.662279096820361
2024-04-23,3.648441449547717
2024-04-24,3.6996704562168565
2024-04-25,3.7373763113179517
2024-04-26,3.7232463740958415
2024-04-29,3.7193380026121354
2024-04-30,3.734323402688408
2024-05-07,3.72118457847721
2024-05-08,3.7101488308318316
2024-05-09,3.714546819813303
2024-05-10,3.710907037606155
2024-05-13,3.7279895832198173
2024-05-14,3.716358716640601
2024-05-15,3.7187009864428746
2024-05-16,3.6754336019822804
2024-05-17,3.671469228691821
2024-05-20,3.6415227414429108
2024-05-21,3.6544201352073884
2024-05-22,3.6572235252796648
2024-05-23,3.750285785373969
2024-05-24,3.7878646367013604
2024-05-28,3.7371756717859195
2024-05-29,3.7693197803031793
2024-05-30,3.7567428578765645
2024-05-31,3.7409867213668972
2024-06-03,3.7419227982433667
2024-06-04,3.7427375989362153
2024-06-05,3.727748105206044
2024-06-06,3.7007114632656672
2024-06-07,3.708930152976637
2024-06-11,3.709527250151604
2024-06-12,3.738619300750214
2024-06-13,3.6929148033128967
2024-06-14,3.6844350048123498
2024-06-17,3.7129655697446524
2024-06-18,3.7134438313522407
2024-06-20,3.7105952060063725
2024-06-21,3.708052421099211
2024-06-24,3.7135314760683613
2024-06-25,3.7554698357413874
2024-06-27,3.8170831398286955
2024-07-01,3.7972334146816222
2024-07-02,3.8000216966060125
2024-07-03,3.803081370983984
2024-07-05,3.796026817827786
2024-07-08,3.798358242473889
2024-07-09,3.7980252087118775
2024-07-10,3.785195834742671
2024-07-11,3.781205517167151
2024-07-12,3.7744664340528638
2024-07-15,3.767272144297185
2024-07-16,3.758644918332301
2024-07-17,3.750094026878027
2024-07-18,3.7598658077711202
2024-07-19,3.765621231969727
2024-07-22,3.7631100174755163
2024-07-23,3.759558278283279
2024-07-24,3.762200213169597
2024-07-25,3.752487417390391
2024-07-26,3.7481698511730035
2024-07-29,3.7539171926080233
2024-07-30,3.7565288456758803
2024-07-31,3.6829614494255356
2024-08-01,3.6638242712140916
2024-08-02,3.638069349467376
2024-08-05,3.5621604366193447
2024-08-06,3.6144392822134326
2024-08-07,3.646254124918912
2024-08-08,3.6534683160860224
2024-08-09,3.652763162841338
2024-08-12,3.7912010052929146
2024-08-13,3.7101368074702807
2024-08-15,3.78282868573302
2024-08-19,3.7981078812955626
2024-08-23,3.7812055332570793
2024-08-27,3.638736713022698
2024-08-28,3.6485897501984144
2024-08-29,3.6615845813828556
2024-08-30,3.657600842179955
2024-09-03,3.656577524669134
2024-09-04,3.6347694198204996
2024-09-05,3.7718209156180227
2024-09-09,3.499731865481457
2024-09-10,3.4853171346893825
2024-09-11,3.4686546833687038
2024-09-12,3.474948796020906
2024-09-13,3.446013220886511
2024-09-18,3.444919135625433
2024-09-19,3.4713133166087853
2024-09-20,3.462259979933216
2024-09-24,3.4650417235328757
2024-09-26,3.5858772829106607
2024-09-30,3.6017010621904872
2024-10-08,3.562624446836004
2024-10-09,3.567023269336015
2024-10-10,3.5710170187034476
2024-10-17,3.5801804668397734
2024-10-18,3.592484044729234
2024-10-25,3.5692818267936373
2024-10-31,3.566052426436118
2024-11-01,3.568386509294971
2024-11-05,3.7652200287007727
2024-11-06,3.5880781788996705
2024-11-07,3.57584486194523
2024-11-08,3.5680621331892315
2024-11-12,3.7844900466358657
2024-11-13,3.6003295263415587
2024-11-14,3.601495959803225
2024-11-18,3.5797048517639225
2024-11-19,3.571602844967893
2024-11-20,3.5647650139647435
2024-11-21,3.5708993102941315
2024-11-22,3.5739163473427946
2024-11-25,3.5625987239942516
2024-11-26,3.559206336375687
2024-11-27,3.557463747310687
2024-11-29,3.550685508380083
2024-12-02,3.553835240924672
2024-12-04,3.719493867952479
2024-12-05,3.5226259702746505
2024-12-06,3.526085674178246
